Nombre,Referencia interna,Código de barras,Categoría de producto,Coste,Precio de venta,Unidad SAT,Margen de Utilidad,Margen de Utilidad en %
CHA SOBREP. FANAL NUEVA 170 DER. CLASICA 2 PASOS,170NDNBD,798660343239,All,133.27,193.0,Pieza,59.72999999999999,30.94818652849741
CHAPA 715 CLASICA DERECHA PHILLIPS,,,All,245.0,306.0,Pieza,61.0,19.934640522875817
CHAPA SOBREPONER 107 CS107PBD-CS CLASICA DER.,CS107PBD-CS,7506463600502,All,158.0,210.0,Pieza,52.0,24.761904761904763
CHAPA SOBREPONER 107 CS107PBI-CS CLASICA IZQ.,CS107PBI-CS,7506463600519,All,153.0,213.0,Pieza,60.0,28.169014084507044
CHAROLA ACERO INOXIDABLE,,,All,0.0,400.0,Pieza,400.0,100.0
CINCEL VARILLA,MGCINCEL,,All,35.0,95.0,Pieza,60.0,63.1578947368421
CINSA CALENT AUTOM C-101 LP GARANTIA SOLO CON CALENT.INSTALADO,,,All,3438.0,3950.0,Pieza,512.0,12.962025316455698
CINSA CALENT AUTOM C-101 LPGARANTIA SOLO CON CALENT.INSTALADO,,,All,0.0,3900.0,Pieza,3900.0,100.0
CINTA FIBRA DE VIDRIO 45.72 M,,,All,100.79,131.03,,30.239999999999995,23.07868427077768
CISTERNA NM S/EQ 10000LTS GARANTIA SIG.GUIA DE INSTAL.,MGCISTERNA10000,,All,0.0,38900.0,Pieza,38900.0,100.0
CISTERNA SIN EQUIPO 5000 LTS,,,All,13486.6,17532.58,Pieza,4045.9800000000014,23.076923076923084
CJA CUADRADA (FXN)FSL-100 25MM,,,All,0.0,450.0,Pieza,450.0,100.0
CJA CUADRADA (FXN)FSX-100 25MM,,,All,0.0,624.32,Pieza,624.32,100.0
"CLIP PARA CONDUIT 1""",,,All,0.0,10.0,Pieza,10.0,100.0
CLIP PARA CONDUIT 19 MM,,,All,4.67,8.0,Pieza,3.33,41.625
CM-201 SACO 25 KGS,,,All,0.0,1350.0,Pieza,1350.0,100.0
CODO 1/2 X 45 GALV.,01-0045,,All,14.0,18.0,Pieza,4.0,22.22222222222222
CODO 1/2 X 90 CPVC,,,All,5.0,7.0,Pieza,2.0,28.57142857142857
CODO 1/2 X 90 CUERDA EXTERIOR IUSAPLUS,,,All,32.0,40.0,Pieza,8.0,20.0
"CODO 2""X45 PVC",,,All,5.5,6.0,Pieza,0.5,8.333333333333332
CODO 3/4 X 45 IUSAPLUS,,,All,6.0,8.0,Pieza,2.0,25.0
CODO 3/4X90 CPVC,,,All,8.0,10.0,Pieza,2.0,20.0
CODO CONDUIT PARED DELGADA E/V 038mm 1 1/2,,,All,75.0,94.0,Pieza,19.0,20.212765957446805
CODO PPR TERMOFUSION 45 X 25MM ANBEC,,,All,8.0,11.0,Pieza,3.0,27.27272727272727
"CODO PVC 2""X45º SANITARIO",,,All,7.0,10.0,Pieza,3.0,30.0
CODO PVC 2X45,,,All,0.0,7.0,Pieza,7.0,100.0
"CODO PVC 4""X45º SANITARIO",,,All,25.52,36.0,Pieza,10.48,29.11111111111111
CODO PVC CEMENTAR 90? 038mm 11/2 CRESCO/AMANCO,,,All,3.5,5.0,Pieza,1.5,30.0
"CODO PVC DE 6"" X 90",,,All,71.0,89.0,Pieza,18.0,20.224719101123597
CODO PVC HIDRAQULICO CED 40 45 X 32 MM,,,All,25.0,39.95,Pieza,14.950000000000005,37.42177722152692
CODO PVC HIDRAQULICO CED 40 90 X 19 MM,PVCCODHID,,All,7.56,10.63,Pieza,3.070000000000001,28.88052681091252
CODO PVC HIDRAQULICO CED 40 90 X 32 MM,,,All,22.0,33.01,Pieza,11.009999999999998,33.35352923356558
CODO PVC HIDRAULICO CED 40 90x25mm,,,All,0.0,30.14,Pieza,30.14,100.0
CODO PVC HIDRAULICO CED 40 90x51mm,,,All,0.0,90.47,Pieza,90.47,100.0
"CODO PVC PESADO 1"" 25MM",,,All,0.0,15.0,Pieza,15.0,100.0
"CODO PVC PESADO 3"" 75MM",,,All,0.0,102.0,Pieza,102.0,100.0
CODO PVC PESADO DE 1 1/2 38MM,,,All,28.0,40.0,Pieza,12.0,30.0
"CODO PVC S-20 6"" X 45",MGCODOS20,,All,82.0,107.25,Pieza,25.25,23.543123543123546
COFLEX COALDERA UNIVERSAL PC-102REJILLA DE A/INOXIDABLE,,,All,80.0,100.0,Pieza,20.0,20.0
COFLEX CUBRETALADRO,MGCUBRETALADRO,,All,23.48,40.0,Pieza,16.52,41.3
COLADERA 24 ECO 1 SALIDA,,,All,575.0,875.0,Pieza,300.0,34.285714285714285
COLADERA 282 35CH REJ.CUADR.HELVEX,COL35,,All,2536.13,3551.0,Pieza,1014.87,28.57983666572796
COLADERA 4954 PRETIL P/AZOTEA ROSCAR HELVEX,HEL4954,,All,0.0,1811.13,Pieza,1811.13,100.0
COLADERA CROMADA RUGO 4X4,,,All,114.0,143.0,Pieza,29.0,20.27972027972028
COLADERA CUADRADA 4X4 FOSET,,,All,114.0,143.0,Pieza,29.0,20.27972027972028
COLADERA DE ALUMINIO CUADRADA GRANDE 6X6,,,All,371.0,464.0,Pieza,93.0,20.04310344827586
COLADERA DE ALUMINIO PULIDA 4 X 4,,,All,41.39,60.0,Pieza,18.61,31.016666666666666
COLADERA HELVEX 24-RHLI RECTANGULAR,MGCOLAH24,,All,3200.0,3980.0,Pieza,780.0,19.597989949748744
COLADERA PARA PISO UNA SALIDA CON REJILLA RTEDONDA ECO MOD H24 HELVEX,MGH24HELVEX,,All,1257.0,1530.0,Pieza,273.0,17.84313725490196
"COLADERA PVC 5"" DOS SALIDAS",MGCOLADERAPVC,,All,57.0,85.0,Pieza,28.0,32.94117647058823
COLGADERA CAIMAN #2,CAIMANMG,,All,0.0,2.0,Pieza,2.0,100.0
COMPUESTO ESTANDAR PLUS CJ 21.8KG,,,All,354.0,490.0,Pieza,136.0,27.755102040816325
COMPUESTO ESTANDAR PLUS CUB 28 KG,,,All,462.02,600.0,Pieza,137.98000000000002,22.99666666666667
CONDULET TIPO LB 19MM 3/4,,,All,45.0,70.0,Pieza,25.0,35.714285714285715
CONECTOR A COMPRESION 1620 DE 5/8 DE DIAMETRO,MGCONECTORCOMP,,All,0.0,83.71,Pieza,83.71,100.0
"CONECTOR CONDUIT ACERO GALV 1""",,,All,12.26,18.0,Pieza,5.74,31.88888888888889
"CONECTOR CONDUIT ACERO GALV 2""",,,All,34.72,49.0,Pieza,14.28,29.142857142857142
CONECTOR CONDUIT ACERO GALV 3/4,MGCONCONDUIT,,All,7.390000000000001,11.0,Pieza,3.61,32.81818181818181
CONECTOR CONDUIT PVC R1 75mm PESADO,CONDUITCON75,,All,0.0,73.18,Pieza,73.18,100.0
CONECTOR DE RESORTE R-A CAL 8AWG A 18AWG,,,All,3.37,6.0,Pieza,2.63,43.83333333333333
"CONECTOR HEMBRA 1"" CPVC",,,All,12.0,15.0,Pieza,3.0,20.0
CONECTOR HEMBRA 3/4 COBRE,01-0005,,All,26.0,33.0,Pieza,7.0,21.21212121212121
"CONECTOR MACHO 1"" COBRE",01-0001,,All,65.0,81.0,Pieza,16.0,19.753086419753085
CONECTOR MACHO 3/4 COBRE,01-0002,,All,34.0,42.0,Pieza,8.0,19.047619047619047
CONECTOR MACHO PVC HIDRAULICO CED 40 25 MM,,,All,0.0,37.77,Pieza,37.77,100.0
CONECTOR MACHO PVC HIDRAULICO CED 40 51 MM,,,All,0.0,53.73,Pieza,53.73,100.0
CONECTOR MULTI MEC TIPO RAB PULPO 6SALIDA,RAB-6C,,All,0.0,92.0,Pieza,92.0,100.0
CONECTOR PVC HIDRAULICO CED 40 13 MM,,,All,5.0,8.38,Pieza,3.380000000000001,40.334128878281625
CONECTOR PVC HIDRAULICO CED 40 32 MM,,,All,12.0,21.19,Pieza,9.19,43.36951392166116
CONECTOR PVC INSERCION ROSCA EXTERIOR 32mm  1 1/4,,,All,0.0,18.0,Pieza,18.0,100.0
CONECTOR PVC INSERCION ROSCA INTERIOR 13mm 1/2 (FV),,,All,0.0,12.0,Pieza,12.0,100.0
CONECTOR RECTO FIERRO GALV 13 MM,MGFIEGALV,,All,14.0,21.0,Pieza,7.0,33.33333333333333
"CONECTOR ROSCA EXTERIOR PPR 40 MM 1-1/4""",,7506240000000,All,195.0,295.0,Pieza,100.0,33.89830508474576
CONECTOR TUBO PLUS R.E. 40 MM,,,All,380.0,540.63,Pieza,160.63,29.71163272478405
CONEXION PARA MANGUERA COMPLETA 1/2 PVC,,,All,8.32,15.0,Pieza,6.68,44.53333333333333
CONSTRUCTORA DUSIF,,,All,0.0,1.0,,1.0,100.0
CONTACTO DOBLE POLARIZADO MARCA LEVITON 100,,,All,0.0,77.07,Pieza,77.07,100.0
CONTACTO DUPLEX MODUS MARFIL,,,All,65.0,98.0,Pieza,33.0,33.6734693877551
CONTACTO SENCILLO POLARIZADO MARCA LEVITON 100,MGLEVITONSENCILLO,,All,0.0,192.73,Pieza,192.73,100.0
"CONTRAJUNTA C-2 1.5"" X 3.05 LARGO",,,All,48.01,60.0,Pieza,11.990000000000002,19.983333333333334
CONTRAJUNTA DE PVC 38MM,MGCJUNTA,,All,0.0,22.59,Pieza,22.59,100.0
"COPLE 2"" PVC",,,All,4.5,6.0,Pieza,1.5,25.0
"COPLE 3"" PVC",,,All,9.0,12.0,Pieza,3.0,25.0
COPLE 3/4 CPVC PLUS,,,All,4.5,6.0,Pieza,1.5,25.0
"COPLE A.C. ROSCADO NEGRO CED-40 2""",,,All,0.0,1135.17,Pieza,1135.17,100.0
"COPLE BRONCE 3"" FORMULADO SAE-62 CUERDA CONICA",,,All,0.0,6415.38,Pieza,6415.38,100.0
"COPLE CONDUIT ACERO GALV. 2""",,,All,35.0,51.0,Pieza,16.0,31.37254901960784
"COPLE CONDUIT PARED GRUESA GALV 1""",,,All,0.0,30.0,Pieza,30.0,100.0
COPLE DE REPARACION PVC HIDRAULICO CON CAMPANA INGLES 101 MM DIAM,,,All,0.0,287.1,Pieza,287.1,100.0
COPLE HEXAGONAL ESTANDAR 1/4 DE 7/8,,,All,1.5,3.0,Pieza,1.5,50.0
COPLE KITEC 5/8,,,All,117.28,140.0,Pieza,22.72,16.228571428571428
COPLE O CONECTOR 1 1/2 38 MM,,,All,12.0,16.0,Pieza,4.0,25.0
"COPLE PVC 4""",mgcoplepvc,,All,8.0,15.0,Pieza,7.0,46.66666666666666
COPLE PVC HIDRAULICO CED 40 19 MM,MGCOPHID,,All,5.0,8.47,Pieza,3.4700000000000006,40.96812278630461
COPLE PVC HIDRAULICO CED 40 25 MM,,25528137540,All,5.07,8.0,Pieza,2.93,36.625
COPLE PVC HIDRAULICO CEMENTAR 32 MM,COPLE PVC 32 MM,,All,18.56,26.0,Pieza,7.440000000000001,28.61538461538462
COPLE PVC INSERCION 3/4,,,All,17.0,22.0,Pieza,5.0,22.727272727272727
COPLE PVC PESADO DE 2 50MM,,,All,0.0,35.0,Pieza,35.0,100.0
CORDON FLEXIBLE SPT (POT) RoHS 300V CAL. 14 BLANCO KOBREX,040-CPOT14-B,,All,0.0,2227.0,Metro,2227.0,100.0
CORDON TIPO POT CAL. 12 BLANCO CARRETE CONDULAC,204-CPOT12-BC,,All,2304.0,2850.0,Metro,546.0,19.157894736842103
CORREA DE TELA PARA PERROS,,,All,188.0,250.0,Pieza,62.0,24.8
CORTADOR PVC CAPACIDAD 1-5/8 042mm TRUPER,,,All,0.0,250.0,Pieza,250.0,100.0
"CORTADORA DE METALES  14"" No 6177-28 MIL WAUKEE",,,All,0.0,5954.0,Pieza,5954.0,100.0
CPC 30R CEMENTO GRIS,,,All,192.0,212.0,Pieza,20.0,9.433962264150944
CRIMPADORA (PONCHADORA) MANUAL  KO5 SYNCRO  8  A 1/0 GREENLEE,,,All,9143.28,12800.59,,3657.31,28.57141741122869
CRIMPADORA (PONCHADORA) MANUAL  KO9 SYNCRO  1/0 A 250  GREENLEE,,,All,13023.66,18233.12,,5209.459999999999,28.57141290135753
CRN 600X600X250 UNA PUERTA CIEGA,HIMMEL,,All,2645.0,3705.0,Pieza,1060.0,28.609986504723345
CUB. ESMALTE ESR PRO,,,All,2850.0,3750.0,Pieza,900.0,24.0
CUBIERTA FORMAICA NATURAL 2.44M,,,All,0.0,3875.6,Pieza,3875.6,100.0
CUBIERTA PARA CENTRO DE CARGA QO 20 POLOS TIPO DE EMPOTRAR,,,All,941.0,1224.0,Pieza,283.0,23.12091503267974
CUCARACHICIDA GEL 30GR. SANGHA,,7503007072061,All,138.0,178.0,Pieza,40.0,22.47191011235955
CURACRETO BASE AGUA LITRO,MGCCRETO,,All,0.0,31.5,Pieza,31.5,100.0
Cable de cobre aislam 600 V THW 90o cal No  8 awg x mt,,,All,25.0,31.37,Pieza,6.370000000000001,20.306024864520246
Candado de Hierro 25mm,FH25-B,798660207579,All,35.0,1.0,Pieza,-34.0,-3400.0
Candado de Hierro 32mm,FH32-B-GL,798660214393,All,30.0,40.0,Pieza,10.0,25.0
Codo HCO Inglés C/C 90 X 6”,,,All,0.0,0.0,Pieza,0.0,
"Codo Pvc Hidraulico 45 x 4""",,,All,219.0,246.0,Pieza,27.0,10.975609756097562
"Codo Pvc Hidraulico 90 x 4""",,,All,168.0,188.0,Pieza,20.0,10.638297872340424
Codo alcantarillado 90X6”,,,All,0.0,0.0,Pieza,0.0,
Coladera fo fo mod 24 Helvex c1/sal 50 mm diam,,,All,0.0,1376.06,Pieza,1376.06,100.0
Conector glandula 13mm,,,All,0.0,48.0,Pieza,48.0,100.0
Contacto Duplex Blanco,,,All,0.0,15.0,Pieza,15.0,100.0
Copia de reparación HCO inglés 6”,,,All,0.0,0.0,Pieza,0.0,
Cople PVC serie 20 de 10” de diámetro.,,,All,0.0,0.0,Pieza,0.0,
Cople PVC serie 20 de 8” de diámetro.,,,All,0.0,0.0,Pieza,0.0,
"Cople Pvc Hidraulico 4""",,,All,77.0,87.0,Pieza,10.0,11.494252873563218
Cub. ESMALTE ESR BASIC,,,All,1710.0,2280.0,Pieza,570.0,25.0
Curva Conduit F. GALV. P.D. 19 mm,,,All,57.0,79.41,Pieza,22.41,28.22062712504722
Curva Conduit PVC R1 25 mm,mgcurvaconduit,,All,7.35,12.35,Pieza,5.0,40.48582995951417
Curva Conduit PVC R1 75mm PESADO,CONDUITCUR75,,All,0.0,154.06,Pieza,154.06,100.0
D.D. EASY CUT 41/2X.05X7/8 RIN CONT,AUST-1502,,All,217.83,305.0,Pieza,87.16999999999999,28.580327868852457
DESAGUE TIPO AMERICANO P/FREGADERO C/TRAMPA Y EXT FLEXIBLE PVC,,,All,180.0,225.0,Pieza,45.0,20.0
DESATORNILLADOR FOY CRUZ DPB44 PH2,DPB44,660731417593,All,0.0,50.0,Pieza,50.0,100.0
DESPACHADOR DE PAPEL JOFEL AE58000,,,All,0.0,819.0,Pieza,819.0,100.0
DESTAPADOR PLANO NIQUELADO LISO FV,,,All,7.51,12.0,Pieza,4.49,37.41666666666667
DICA MEZCLADORA PARA BAR 4047 CROMO CUELLO CORTO,MGMEZCDICA,,All,0.0,190.0,Pieza,190.0,100.0
DIS MON LAVABO ALTO 101CL LIA CR,101CL,,All,1796.01,2515.0,Pieza,718.99,28.58807157057654
DISCO DIAMANTE 7X2.2X7/8 SEGMENTADO USO GRAL HUM 2558 AUSTRO,,,All,297.0,371.0,Pieza,74.0,19.94609164420485
DISPENSADOR DE AGUA AUTOMATICO FA016,FA016,4895174142825,All,0.0,85.0,Pieza,85.0,100.0
DISPENSADOR JABON AC700000 JOFEL BCO,JOFELBCO,,All,0.0,456.0,Pieza,456.0,100.0
DOCOL VALVULA ECONOMIZADORA,MGDOCOLECOM,,All,988.0,1756.55,Pieza,768.55,43.75338020551649
"DUELA DE 7/8"" X 4"" X 8´#5",,,All,0.0,32.1,Pieza,32.1,100.0
DZ ALAMBRE GUIA PARA ELECTRICISTA OMME 10M - FV,,,All,11.93,35.0,Pieza,23.07,65.91428571428571
DZ ALAMBRE GUIA PARA ELECTRICISTA OMME 15M - FV,,,All,18.9,30.0,Pieza,11.1,37.00000000000001
DZ APAGADOR DE PRESION PUSH,,,All,19.41,27.0,Pieza,7.59,28.111111111111107
DZ CLAVIJA HEMBRA T/ROYER,,,All,10.0,13.0,Pieza,3.0,23.07692307692308
DZ GUANTE DE LATEX ROJO CHICO QUICKIE,,,All,15.92,30.0,Pieza,14.08,46.93333333333333
DZ GUANTE DE LATEX ROJO GRANDE QUICKIE,,,All,0.0,30.0,Pieza,30.0,100.0
Despachador 13 compartimentos para brocas HSS con producto,,,All,0.0,1.0,,1.0,100.0
Detergente en polvo kg,,,All,0.0,50.0,Kilogramo,50.0,100.0
"Dewalt - Kit de taladro percutor DCD996P2 MAX* XR de iones de litio de 3 velocidades, 20 V, sin escobillas",,,All,9230.0,10470.0,Pieza,1240.0,11.843361986628462
Ducto cuadrado embis 15x15cm L=1.52M,,,All,0.0,2846.0,Pieza,2846.0,100.0
EMPAQUE NEOPRENO 6,,,All,34.800000000000004,46.0,Pieza,11.199999999999996,24.347826086956516
EMPLAYE 45 X 200,MGEMPLAYE45200,,All,125.0,185.0,Pieza,60.0,32.432432432432435
"EMPLAYE 5"" CAL. 60 PIES 1200 ROLLO",,,All,30.0,60.0,Pieza,30.0,50.0
EMPOTRADO LED 6500K BLANCO YDMLED-1508,YDMLED-1508,,All,248.58,348.0,Pieza,99.42,28.568965517241374
ENVASE 1LT DOSIFICADOR PUSH,MGPUSHDOS,,All,17.0,24.0,Pieza,7.0,29.166666666666668
EQUIPO HIDRO MEMB EAJ050-130VEVERTICAL GARANTIA C/PROD INST,,,All,10938.0,14219.0,Pieza,3281.0,23.074759125114284
ESCALERA ESCALUMEX 6 ESCALONES STA-7,MGESCALUMEX,,All,985.0,1460.0,Pieza,475.0,32.534246575342465
"ESCALERA TIJERA TIPO III, 4 ESCALONES (CON BANDEJA)",ETR34,,All,938.96,1150.0,Pieza,211.04,18.351304347826083
"ESCALERA TIJERA TIPO III, 5 ESCALONES (CON BANDEJA)",ETR35,,All,1074.5,1350.0,Pieza,275.5,20.40740740740741
ESCALERA TIJERA TOPI III-5 EST-35 TRUPER,,,All,0.0,2072.0,Pieza,2072.0,100.0
ESMERILADORA ANGULAR  MAKITA  MTM9510,,,All,1086.0,1520.0,,434.0,28.55263157894737
ESMERILADORA ANGULAR FOY 500W,MGESMERIL,660731450545,All,459.0,670.0,Pieza,211.0,31.492537313432837
ESMERILADORA ANGULAR MAKITA 4 1/2 MAKITA 540 W,,,All,1728.4,2419.76,Pieza,691.3600000000001,28.571428571428577
"ESMERILADORA ANGULAR MAKITA 4 1/2"" MAKITA 540 W",,,All,1380.4,1726.0,Pieza,345.5999999999999,20.02317497103128
ESMERILADORA DE BATERIA 4 1/2 INALAMBRICO DEWALT XR BRUSHLESS 20V,,,All,77604.0,10864.56,Pieza,-66739.44,-614.2857142857143
"ESMERILADORA DE BATERIA 4 1/2"" INALAMBRICO DEWALT XR BRUSHLESS 20V. INCLUYE 2 BATERIAS 1 CARGADOR",DCG412P2- COMBO,,All,7760.400000000001,9700.5,Pieza,1940.0999999999997,20.0
ESMERILADORA ang prof 4-1/2 esma 4-1/2a12 TRUPER,,,All,0.0,1224.5,Pieza,1224.5,100.0
ESPADAS DE LAMINA GALVANIZADA,,,All,22.5,29.0,Pieza,6.5,22.41379310344828
"ESPATULA DE 6"" ACERO INOXIDABLE",,,All,0.0,205.0,Pieza,205.0,100.0
ESPONJA AMARILLA 20 X 20,MGESPAMARILLA,,All,8.21,18.0,Pieza,9.79,54.388888888888886
ESPONJA AMARILLA 20 X 25,MGESPAMARILLA25,,All,9.84,22.0,Pieza,12.16,55.27272727272727
ESTRIBO DE ALAMBRON 10X15 CMS,,,All,4.12,7.0,Pieza,2.88,41.14285714285714
ESTRIBO DE ALAMBRON 15X15,,,All,4.58,9.0,Pieza,4.42,49.11111111111112
ESTRIBO DE ALAMBRON 15X20,,,All,6.69,11.0,Pieza,4.31,39.18181818181818
EVANS BOM SUMERGIBLE 1/2HP,MGEVANSSUM,,All,3265.27,4558.78,Pieza,1293.5099999999998,28.374038668240186
EVANS BOOSTER 1HP GARANTIA CON PROD. INSTALADO,MGBOOSTER,,All,17574.31,20950.0,Pieza,3375.6899999999987,16.113078758949875
EXPRIMIDOR DE LIMON RUSTICO,,,All,30.0,42.0,Pieza,12.0,28.57142857142857
EXTENSION LAV CROMO PARA LAVABOC/CAMPANA 20CM,,,All,89.64,130.0,Pieza,40.36,31.04615384615385
EXTINTOR NUEVO AFFF 10 LTS,,,All,1614.72,2148.0,Pieza,533.28,24.8268156424581
EXTINTOR NUEVO PQS 6 KG,,,All,788.8000000000001,1049.0,Pieza,260.19999999999993,24.804575786463293
EXTREMIDAD DE FOFO DE 18” DE DIAMETRO,,,All,0.0,0.0,Pieza,0.0,
FESTERBOND CUBETA DE 19 LTS,,,All,0.0,2791.0,Pieza,2791.0,100.0
FIBRA PARA CONCRETO,,,All,0.0,210.0,Pieza,210.0,100.0
FIBRA SINTETICA TUF-STRAND-SFBOLSA 2.27K,TUF-001,,All,631.16,884.0,Pieza,252.84000000000003,28.601809954751133
FIBRECON BOLSA 900 GRAMOS (P/1 M3),,,All,106.16,125.0,Pieza,18.840000000000003,15.072000000000005
FIBRECON MICROFIBRA 600 GRS (P/1 M3),,,All,70.3,88.0,Pieza,17.700000000000003,20.113636363636367
FINSARRO 1LT,FSARRO,7501741800216,All,45.52,85.0,Pieza,39.48,46.44705882352941
"FLEJE INOXIDABLE 3/4"" x 30.5M x .020""",FLEA1234,,All,1952.92,2734.1,,781.1799999999998,28.57174207234556
FLEXICO NACOBRE REFORZADO,FACEL35,,All,0.0,40.0,Pieza,40.0,100.0
FLOTADOR PLASTICO BOLA,MGFLOTPLA,,All,64.0,95.0,Pieza,31.0,32.631578947368425
FLUXOMETRO 110-38 MANIJA WC,,,All,0.0,5950.0,Pieza,5950.0,100.0
FLUXOMETRO 18519 MANIJA MING,,,All,0.0,5950.0,Pieza,5950.0,100.0
FOCO DE LED ALTA POTENCIA E-27 12W MONTANA,FLED-AP-12W,7506006811099,All,0.0,65.0,Pieza,65.0,100.0
FOCO PORTATIL 180W LUZ DE DIA EM04W36,EM04W36,4895174141347,All,0.0,168.0,Pieza,168.0,100.0
FOTOCONTROL DE ENCHUFE 105-130 VOLTS 1500W 1800VA,,,All,82.34,107.0,Pieza,24.66,23.04672897196261
FRENTE DE CENTRO DE CARGA,,,All,0.0,548.12,Pieza,548.12,100.0
FULMINANTE C27,,,All,6.5,11.0,Pieza,4.5,40.909090909090914
FUSIBLE MINI P/ CARRO 10A,FUSIBLE10A,,All,1.0,3.0,Pieza,2.0,66.66666666666666
FUSIBLE MINI P/ CARRO 15A,FUSIBLE15A,,All,1.0,3.0,Pieza,2.0,66.66666666666666
FUSIBLE MINI P/ CARRO 20A,FUSIBLE20A,,All,1.0,3.0,Pieza,2.0,66.66666666666666
FUSIBLE MINI P/ CARRO 25A,FUSIBLE25A,,All,1.0,3.0,Pieza,2.0,66.66666666666666
FUSIBLE MINI P/ CARRO 30A,FUSIBLE30A,,All,1.0,3.0,Pieza,2.0,66.66666666666666
FV DOBLADOR DE ALUMINIO,,,All,55.28,63.0,Pieza,7.719999999999999,12.253968253968251
FV NUMERO DE ALUMINIO GRANDE #2,,,All,17.0,24.0,Pieza,7.0,29.166666666666668
FV NUMERO DE ALUMINIO GRANDE #4,,,All,17.0,24.0,Pieza,7.0,29.166666666666668
FV NUMERO DE ALUMINIO GRANDE #7,,,All,17.0,24.0,Pieza,7.0,29.166666666666668
FV NUMERO DE ALUMINIO GRANDE #8,,,All,17.0,24.0,Pieza,7.0,29.166666666666668
FV NUMERO DE ALUMINIO GRANDE #9,,,All,0.0,24.0,Pieza,24.0,100.0
Flexometro Cadena 5.5 Mts,,,All,152.99,215.0,Pieza,62.00999999999999,28.84186046511628
Flexometro Cadena 7.5 Mts,,4632238000529,All,246.0,305.0,Pieza,59.0,19.34426229508197
Flexometro Cadena 9 Mts,,,All,321.83,400.0,Pieza,78.17000000000002,19.542500000000004
Foco Miniatura BERU,,,All,0.0,10.0,Pieza,10.0,100.0
Foco miniatura 0158 HELLA,,,All,0.0,5.0,Pieza,5.0,100.0
GABINETE 60x60x15cms GALVANIZADO,GABGALV60,,All,0.0,1916.78,Pieza,1916.78,100.0
GABINETE HIMEL 60x60cms,GABHIM60,,All,0.0,3300.9,Pieza,3300.9,100.0
GALVANIZADA RONDANA PRESION G2 NC 1/8,,,All,0.04,0.5,Pieza,0.46,92.0
GALVANIZADA RONDANA PRESION G2 NC 5/8,,,All,0.56,1.5,Pieza,0.94,62.66666666666666
GALVANIZADA RONDANA PRESION G2 NC 532,,,All,0.04,0.5,Pieza,0.46,92.0
GANCHO CLASICO 106 CROMO HELVEX,,,All,0.0,660.0,Pieza,660.0,100.0
GANCHO PARA ROPA GRUESO 10 pzas,,,All,30.5,50.0,Pieza,19.5,39.0
GANCHO PARA ROPA GRUESO 6 pzas,,,All,23.5,35.0,Pieza,11.5,32.857142857142854
GAVINETE DE SOBREPONER MCA ELMSA TIPO CAPFCE (INCLUYE LUMINARIAS TIPO LED),MGLUMNIARIA,,All,1185.0,1400.0,Pieza,215.0,15.357142857142858
GIS 2000 INSECTICIDA,GIS2,706849000019,All,5.0,10.0,Pieza,5.0,50.0
GLOSS,,,All,0.0,3150.0,Pieza,3150.0,100.0
GRAPA AISLADA CAJA CON 40 PZS # 3,,,All,0.4,1.0,Pieza,0.6,60.0
GRAPA SUJETHOR REDONDO C/CLAVO 7-10 THORSMAN,,,All,0.0,2.0,Pieza,2.0,100.0
GU10 LED 5.5W 6500K 100-240V 36 350LM,241-GU10-LED/5.5W/6,,All,26.0,45.0,Pieza,19.0,42.22222222222222
GUIA P/ELECTRICISTA 20 MT.fv,,,All,24.63,40.0,Pieza,15.37,38.425
GUIA PARA CABLE 15mts TRUPER,,,All,0.0,580.0,Pieza,580.0,100.0
Gastos de Reparto,,,All,754.0,980.0,Pieza,226.0,23.06122448979592
HACHA CAZADORA 1-1/4lbs C/MANGO HC-1 1/4 TRUPER,,,All,0.0,382.0,Pieza,382.0,100.0
HELVEX BARRA DE SEGURIDAD RECTA 470MM,mghelvexb,,All,0.0,1430.0,Pieza,1430.0,100.0
HELVEX BARRA DE SEGURIDAD RECTA 610MM,MGBARRA610,,All,957.58,1341.0,Pieza,383.42,28.592095451155853
HELVEX INTERCEPTOR DE GRASAS IG40,,,All,20763.57,26992.6,Pieza,6229.029999999999,23.07680623578314
HELVEX JABONERA 108 CROMO,MGJABONERACROM108,,All,0.0,850.0,Pieza,850.0,100.0
HELVEX JABONERA 208 CROMO,MGJABONERACROM,,All,530.39,742.0,Pieza,211.61,28.5188679245283
HELVEX LAV.S/PONER SANTORINI BCOSIN REBOSADERO,,,All,1169.0,1461.0,Pieza,292.0,19.98631074606434
HELVEX MANERAL ANTEA C-46 CROMO N O INCLUYE CHAPETON,,100056136715,All,294.0,385.0,Pieza,91.0,23.63636363636364
HELVEX ONE PIECE CAPRI PLUS BLANC4.8LTS INC ASTO CIERRE LENTO,,,All,7323.0,9154.0,Pieza,1831.0,20.002184837229624
HELVEX PORTA ROLLO 117,MGPORTARLLO,,All,741.59,1050.0,Pieza,308.41,29.37238095238095
HELVEX TH058 CONTRA,MGHELCONTRA,,All,730.79,1020.0,Pieza,289.21000000000004,28.353921568627456
HELVEX TV016 CESPOL,MGCESPOLHEL,,All,838.1800000000001,1780.0,Pieza,941.82,52.91123595505618
HELVEX VAL ECONOM TV-121 CROMOPARED CONSUMO MAX 5LTS X MIN,,,All,2758.0,3448.0,Pieza,690.0,20.011600928074248
